,43,44,splitless_fname45,split_fname46,47,49,51,cone adjust_fname52,42,00,02,06,08,35,ODP 0.5/0.5_fname00,ODP 0.5/off_fname02,ODP small nozzle 0.5/0.5_fname06,ODP small nozzle 0.5/off_fname08,ODP 0.5/0.5_fname35,TYGON 0.5/0.5_fname46
3.1648,-0.00269837751004,-0.00175133333333,-0.000820313253012,2.69638554217e-05,-0.00226963855422,-0.00276483534137,-0.00487624899598,0.00386018473896,-0.001098562249,6.07871485944e-05,3.26184738955e-05,-0.00138253815261,-0.00049318875502,-0.000388465863454,6.07871485944e-05,3.26184738955e-05,-0.00138253815261,-0.00049318875502,-0.000388465863454,2.69638554217e-05
3.1664,-0.00271437751004,-0.00176133333333,-0.000824313253012,3.09638554217e-05,-0.00224563855422,-0.00284883534137,-0.00487824899598,0.00390418473896,-0.001088562249,4.87871485944e-05,2.46184738955e-05,-0.00136653815261,-0.00050518875502,-0.000384465863454,4.87871485944e-05,2.46184738955e-05,-0.00136653815261,-0.00050518875502,-0.000384465863454,3.09638554217e-05
3.168,-0.00272437751004,-0.00177733333333,-0.000826313253012,3.49638554217e-05,-0.00219763855422,-0.00293683534137,-0.00488824899598,0.00398218473896,-0.001080562249,8.67871485944e-05,3.86184738955e-05,-0.00135053815261,-0.00050518875502,-0.000388465863454,8.67871485944e-05,3.86184738955e-05,-0.00135053815261,-0.00050518875502,-0.000388465863454,3.49638554217e-05
3.1696,-0.00272837751004,-0.00177333333333,-0.000828313253012,3.49638554217e-05,-0.00214963855422,-0.00299283534137,-0.00488824899598,0.00397018473896,-0.001076562249,8.67871485944e-05,3.86184738955e-05,-0.00136653815261,-0.00049518875502,-0.000372465863454,8.67871485944e-05,3.86184738955e-05,-0.00136653815261,-0.00049518875502,-0.000372465863454,3.49638554217e-05
3.1712,-0.00272637751004,-0.00177133333333,-0.000822313253012,5.09638554217e-05,-0.00197763855422,-0.00301683534137,-0.00489024899598,0.00405818473896,-0.001086562249,8.47871485944e-05,4.46184738955e-05,-0.00136253815261,-0.00049118875502,-0.000370465863454,8.47871485944e-05,4.46184738955e-05,-0.00136253815261,-0.00049118875502,-0.000370465863454,5.09638554217e-05
3.1728,-0.00271637751004,-0.00177533333333,-0.000820313253012,5.69638554217e-05,-0.00196163855422,-0.00303683534137,-0.00490024899598,0.00417018473896,-0.001086562249,0.000114787148594,3.66184738955e-05,-0.00136253815261,-0.00049918875502,-0.000378465863454,0.000114787148594,3.66184738955e-05,-0.00136253815261,-0.00049918875502,-0.000378465863454,5.69638554217e-05
3.1744,-0.00272037751004,-0.00175933333333,-0.000830313253012,6.09638554217e-05,-0.00192163855422,-0.00297283534137,-0.00490224899598,0.00428018473896,-0.001072562249,0.000138787148594,3.86184738955e-05,-0.00136853815261,-0.00049718875502,-0.000374465863454,0.000138787148594,3.86184738955e-05,-0.00136853815261,-0.00049718875502,-0.000374465863454,6.09638554217e-05
3.176,-0.00272637751004,-0.00175133333333,-0.000840313253012,6.09638554217e-05,-0.00184963855422,-0.00311683534137,-0.00490824899598,0.00429418473896,-0.001074562249,0.000166787148594,4.86184738955e-05,-0.00138253815261,-0.00049718875502,-0.000388465863454,0.000166787148594,4.86184738955e-05,-0.00138253815261,-0.00049718875502,-0.000388465863454,6.09638554217e-05
3.1776,-0.00271837751004,-0.00176133333333,-0.000832313253012,6.49638554217e-05,-0.00183763855422,-0.00322483534137,-0.00489424899598,0.00426018473896,-0.001074562249,0.000168787148594,5.86184738955e-05,-0.00135853815261,-0.00050918875502,-0.000394465863454,0.000168787148594,5.86184738955e-05,-0.00135853815261,-0.00050918875502,-0.000394465863454,6.49638554217e-05
3.1792,-0.00272437751004,-0.00176333333333,-0.000846313253012,6.29638554217e-05,-0.00181763855422,-0.00320083534137,-0.00490624899598,0.00426418473896,-0.001072562249,0.000170787148594,5.46184738955e-05,-0.00134253815261,-0.00052318875502,-0.000388465863454,0.000170787148594,5.46184738955e-05,-0.00134253815261,-0.00052318875502,-0.000388465863454,6.29638554217e-05
3.1808,-0.00271637751004,-0.00174933333333,-0.000848313253012,7.09638554217e-05,-0.00184963855422,-0.00321283534137,-0.00492024899598,0.00417218473896,-0.001076562249,0.000196787148594,4.86184738955e-05,-0.00135253815261,-0.00051918875502,-0.000382465863454,0.000196787148594,4.86184738955e-05,-0.00135253815261,-0.00051918875502,-0.000382465863454,7.09638554217e-05
3.1824,-0.00271637751004,-0.00175133333333,-0.000826313253012,6.89638554217e-05,-0.00184963855422,-0.00323683534137,-0.00493224899598,0.00414618473896,-0.001074562249,0.000154787148594,5.66184738955e-05,-0.00134453815261,-0.00052118875502,-0.000372465863454,0.000154787148594,5.66184738955e-05,-0.00134453815261,-0.00052118875502,-0.000372465863454,6.89638554217e-05
3.184,-0.00271037751004,-0.00175133333333,-0.000830313253012,6.09638554217e-05,-0.00194163855422,-0.00322883534137,-0.00493024899598,0.00416618473896,-0.001070562249,9.67871485944e-05,5.26184738955e-05,-0.00134253815261,-0.00052118875502,-0.000362465863454,9.67871485944e-05,5.26184738955e-05,-0.00134253815261,-0.00052118875502,-0.000362465863454,6.09638554217e-05
3.1856,-0.00272237751004,-0.00175333333333,-0.000818313253012,7.29638554217e-05,-0.00193363855422,-0.00318483534137,-0.00493024899598,0.00419618473896,-0.001040562249,0.000140787148594,4.66184738955e-05,-0.00132253815261,-0.00052318875502,-0.000346465863454,0.000140787148594,4.66184738955e-05,-0.00132253815261,-0.00052318875502,-0.000346465863454,7.29638554217e-05
3.1872,-0.00272837751004,-0.00174933333333,-0.000808313253012,6.89638554217e-05,-0.00193363855422,-0.00325683534137,-0.00494024899598,0.00415218473896,-0.001036562249,0.000194787148594,6.46184738955e-05,-0.00132853815261,-0.00053318875502,-0.000342465863454,0.000194787148594,6.46184738955e-05,-0.00132853815261,-0.00053318875502,-0.000342465863454,6.89638554217e-05
3.1888,-0.00273237751004,-0.00174933333333,-0.000810313253012,6.69638554217e-05,-0.00192163855422,-0.00334083534137,-0.00494624899598,0.00413618473896,-0.001028562249,0.000192787148594,7.06184738955e-05,-0.00134053815261,-0.00053118875502,-0.000342465863454,0.000192787148594,7.06184738955e-05,-0.00134053815261,-0.00053118875502,-0.000342465863454,6.69638554217e-05
3.1904,-0.00274037751004,-0.00174333333333,-0.000806313253012,8.09638554217e-05,-0.00196963855422,-0.00336483534137,-0.00495024899598,0.00416218473896,-0.001016562249,0.000230787148594,9.06184738955e-05,-0.00132253815261,-0.00054318875502,-0.000348465863454,0.000230787148594,9.06184738955e-05,-0.00132253815261,-0.00054318875502,-0.000348465863454,8.09638554217e-05
3.192,-0.00275637751004,-0.00173533333333,-0.000800313253012,8.89638554217e-05,-0.00202563855422,-0.00331283534137,-0.00494824899598,0.00419218473896,-0.001016562249,0.000268787148594,8.86184738955e-05,-0.00134053815261,-0.00054918875502,-0.000348465863454,0.000268787148594,8.86184738955e-05,-0.00134053815261,-0.00054918875502,-0.000348465863454,8.89638554217e-05
3.1936,-0.00276437751004,-0.00171933333333,-0.000798313253012,8.69638554217e-05,-0.00204563855422,-0.00332483534137,-0.00494024899598,0.00425418473896,-0.001022562249,0.000254787148594,0.000100618473896,-0.00134453815261,-0.00056118875502,-0.000342465863454,0.000254787148594,0.000100618473896,-0.00134453815261,-0.00056118875502,-0.000342465863454,8.69638554217e-05
3.1952,-0.00277037751004,-0.00171333333333,-0.000784313253012,7.89638554217e-05,-0.00212963855422,-0.00332483534137,-0.00494424899598,0.00422018473896,-0.001030562249,0.000296787148594,9.46184738955e-05,-0.00134053815261,-0.00055118875502,-0.000342465863454,0.000296787148594,9.46184738955e-05,-0.00134053815261,-0.00055118875502,-0.000342465863454,7.89638554217e-05
3.1968,-0.00278437751004,-0.00170133333333,-0.000784313253012,9.09638554217e-05,-0.00216963855422,-0.00334483534137,-0.00494624899598,0.00422218473896,-0.001030562249,0.000260787148594,8.46184738955e-05,-0.00135053815261,-0.00053518875502,-0.000332465863454,0.000260787148594,8.46184738955e-05,-0.00135053815261,-0.00053518875502,-0.000332465863454,9.09638554217e-05
3.1984,-0.00278837751004,-0.00170533333333,-0.000788313253012,8.09638554217e-05,-0.00223363855422,-0.00328083534137,-0.00495224899598,0.00420418473896,-0.001032562249,0.000254787148594,8.86184738955e-05,-0.00136053815261,-0.00054318875502,-0.000332465863454,0.000254787148594,8.86184738955e-05,-0.00136053815261,-0.00054318875502,-0.000332465863454,8.09638554217e-05
3.2,-0.00278037751004,-0.00170133333333,-0.000780313253012,8.89638554217e-05,-0.00231763855422,-0.00335283534137,-0.00496624899598,0.00423618473896,-0.001020562249,0.000224787148594,7.66184738955e-05,-0.00136653815261,-0.00054118875502,-0.000334465863454,0.000224787148594,7.66184738955e-05,-0.00136653815261,-0.00054118875502,-0.000334465863454,8.89638554217e-05
3.2016,-0.00278837751004,-0.00171133333333,-0.000772313253012,0.000100963855422,-0.00238163855422,-0.00343283534137,-0.00497424899598,0.00434818473896,-0.001010562249,0.000192787148594,8.26184738955e-05,-0.00134853815261,-0.00052918875502,-0.000336465863454,0.000192787148594,8.26184738955e-05,-0.00134853815261,-0.00052918875502,-0.000336465863454,0.000100963855422
3.2032,-0.00278837751004,-0.00171933333333,-0.000766313253012,0.000108963855422,-0.00237763855422,-0.00348883534137,-0.00498024899598,0.00436618473896,-0.001002562249,0.000162787148594,8.26184738955e-05,-0.00131853815261,-0.00050718875502,-0.000328465863454,0.000162787148594,8.26184738955e-05,-0.00131853815261,-0.00050718875502,-0.000328465863454,0.000108963855422
3.2048,-0.00279437751004,-0.00172333333333,-0.000762313253012,0.000104963855422,-0.00230563855422,-0.00323683534137,-0.00498424899598,0.00440218473896,-0.001006562249,0.000234787148594,8.66184738955e-05,-0.00134053815261,-0.00051318875502,-0.000314465863454,0.000234787148594,8.66184738955e-05,-0.00134053815261,-0.00051318875502,-0.000314465863454,0.000104963855422
3.2064,-0.00279637751004,-0.00171333333333,-0.000774313253012,0.000112963855422,-0.00224563855422,-0.00308483534137,-0.00498424899598,0.00442418473896,-0.001016562249,0.000240787148594,9.46184738955e-05,-0.00133053815261,-0.00053118875502,-0.000308465863454,0.000240787148594,9.46184738955e-05,-0.00133053815261,-0.00053118875502,-0.000308465863454,0.000112963855422
3.208,-0.00280037751004,-0.00171533333333,-0.000772313253012,0.000132963855422,-0.00227363855422,-0.00298083534137,-0.00499824899598,0.00441818473896,-0.001002562249,0.000248787148594,0.000108618473896,-0.00132453815261,-0.00053518875502,-0.000304465863454,0.000248787148594,0.000108618473896,-0.00132453815261,-0.00053518875502,-0.000304465863454,0.000132963855422
3.2096,-0.00279037751004,-0.00171933333333,-0.000756313253012,0.000134963855422,-0.00222563855422,-0.00287283534137,-0.00500624899598,0.00442618473896,-0.000992562248996,0.000214787148594,0.000108618473896,-0.00134253815261,-0.00053918875502,-0.000310465863454,0.000214787148594,0.000108618473896,-0.00134253815261,-0.00053918875502,-0.000310465863454,0.000134963855422
3.2112,-0.00278437751004,-0.00169933333333,-0.000768313253012,0.000122963855422,-0.00228163855422,-0.00284083534137,-0.00501624899598,0.00447218473896,-0.000992562248996,0.000198787148594,9.66184738955e-05,-0.00134853815261,-0.00053518875502,-0.000310465863454,0.000198787148594,9.66184738955e-05,-0.00134853815261,-0.00053518875502,-0.000310465863454,0.000122963855422
3.2128,-0.00278837751004,-0.00170133333333,-0.000754313253012,0.000130963855422,-0.00234563855422,-0.00283683534137,-0.00501824899598,0.00450818473896,-0.000998562248996,0.000194787148594,9.26184738955e-05,-0.00134253815261,-0.00053518875502,-0.000314465863454,0.000194787148594,9.26184738955e-05,-0.00134253815261,-0.00053518875502,-0.000314465863454,0.000130963855422
3.2144,-0.00280837751004,-0.00169933333333,-0.000750313253012,0.000132963855422,-0.00242163855422,-0.00282883534137,-0.00502224899598,0.00452218473896,-0.001006562249,0.000162787148594,8.26184738955e-05,-0.00132853815261,-0.00054318875502,-0.000304465863454,0.000162787148594,8.26184738955e-05,-0.00132853815261,-0.00054318875502,-0.000304465863454,0.000132963855422
3.216,-0.00281437751004,-0.00170133333333,-0.000744313253012,0.000144963855422,-0.00247763855422,-0.00290083534137,-0.00502624899598,0.00447618473896,-0.001018562249,0.000256787148594,9.46184738955e-05,-0.00133053815261,-0.00053718875502,-0.000302465863454,0.000256787148594,9.46184738955e-05,-0.00133053815261,-0.00053718875502,-0.000302465863454,0.000144963855422
3.2176,-0.00281437751004,-0.00171133333333,-0.000756313253012,0.000144963855422,-0.00252163855422,-0.00283283534137,-0.00503824899598,0.00451418473896,-0.001002562249,0.000240787148594,0.000106618473896,-0.00132453815261,-0.00053318875502,-0.000302465863454,0.000240787148594,0.000106618473896,-0.00132453815261,-0.00053318875502,-0.000302465863454,0.000144963855422
3.2192,-0.00281637751004,-0.00169533333333,-0.000738313253012,0.000144963855422,-0.00258563855422,-0.00278483534137,-0.00503424899598,0.00451618473896,-0.000994562248996,0.000228787148594,0.000114618473896,-0.00132453815261,-0.00053918875502,-0.000302465863454,0.000228787148594,0.000114618473896,-0.00132453815261,-0.00053918875502,-0.000302465863454,0.000144963855422
3.2208,-0.00281237751004,-0.00169133333333,-0.000728313253012,0.000134963855422,-0.00256563855422,-0.00279683534137,-0.00503224899598,0.00451218473896,-0.000984562248996,0.000198787148594,0.000124618473896,-0.00131253815261,-0.00052318875502,-0.000304465863454,0.000198787148594,0.000124618473896,-0.00131253815261,-0.00052318875502,-0.000304465863454,0.000134963855422
3.2224,-0.00281637751004,-0.00168733333333,-0.000706313253012,0.000150963855422,-0.00250163855422,-0.00287283534137,-0.00504824899598,0.00454818473896,-0.000978562248996,0.000176787148594,0.000106618473896,-0.00129053815261,-0.00051918875502,-0.000294465863454,0.000176787148594,0.000106618473896,-0.00129053815261,-0.00051918875502,-0.000294465863454,0.000150963855422
3.224,-0.00281037751004,-0.00167533333333,-0.000710313253012,0.000164963855422,-0.00246963855422,-0.00276883534137,-0.00504424899598,0.00452618473896,-0.000974562248996,0.000144787148594,0.000118618473896,-0.00129653815261,-0.00051918875502,-0.000298465863454,0.000144787148594,0.000118618473896,-0.00129653815261,-0.00051918875502,-0.000298465863454,0.000164963855422
3.2256,-0.00280437751004,-0.00167733333333,-0.000706313253012,0.000174963855422,-0.00244163855422,-0.00287283534137,-0.00505224899598,0.00451618473896,-0.000986562248996,0.000178787148594,0.000114618473896,-0.00130453815261,-0.00052118875502,-0.000300465863454,0.000178787148594,0.000114618473896,-0.00130453815261,-0.00052118875502,-0.000300465863454,0.000174963855422
3.2272,-0.00279237751004,-0.00167933333333,-0.000704313253012,0.000170963855422,-0.00243763855422,-0.00288483534137,-0.00506224899598,0.00449018473896,-0.001000562249,0.000126787148594,0.000110618473896,-0.00129653815261,-0.00053318875502,-0.000300465863454,0.000126787148594,0.000110618473896,-0.00129653815261,-0.00053318875502,-0.000300465863454,0.000170963855422
3.2288,-0.00280037751004,-0.00167333333333,-0.000710313253012,0.000172963855422,-0.00241363855422,-0.00278483534137,-0.00507224899598,0.00453818473896,-0.001010562249,6.87871485944e-05,9.66184738955e-05,-0.00130253815261,-0.00054318875502,-0.000302465863454,6.87871485944e-05,9.66184738955e-05,-0.00130253815261,-0.00054318875502,-0.000302465863454,0.000172963855422
3.2304,-0.00281237751004,-0.00166133333333,-0.000704313253012,0.000180963855422,-0.00242163855422,-0.00263283534137,-0.00508824899598,0.00462218473896,-0.001002562249,9.27871485944e-05,9.06184738955e-05,-0.00130853815261,-0.00053118875502,-0.000286465863454,9.27871485944e-05,9.06184738955e-05,-0.00130853815261,-0.00053118875502,-0.000286465863454,0.000180963855422
3.232,-0.00282437751004,-0.00165133333333,-0.000692313253012,0.000198963855422,-0.00254563855422,-0.00262883534137,-0.00509424899598,0.00470018473896,-0.001010562249,9.07871485944e-05,9.06184738955e-05,-0.00129253815261,-0.00052918875502,-0.000280465863454,9.07871485944e-05,9.06184738955e-05,-0.00129253815261,-0.00052918875502,-0.000280465863454,0.000198963855422
3.2336,-0.00281837751004,-0.00163933333333,-0.000672313253012,0.000184963855422,-0.00261763855422,-0.00254083534137,-0.00510824899598,0.00476418473896,-0.001012562249,9.27871485944e-05,7.46184738955e-05,-0.00128453815261,-0.00053118875502,-0.000270465863454,9.27871485944e-05,7.46184738955e-05,-0.00128453815261,-0.00053118875502,-0.000270465863454,0.000184963855422
3.2352,-0.00283237751004,-0.00164133333333,-0.000664313253012,0.000194963855422,-0.00248563855422,-0.00244883534137,-0.00513224899598,0.00481218473896,-0.001012562249,0.000112787148594,6.86184738955e-05,-0.00129253815261,-0.00053718875502,-0.000276465863454,0.000112787148594,6.86184738955e-05,-0.00129253815261,-0.00053718875502,-0.000276465863454,0.000194963855422
3.2368,-0.00284037751004,-0.00164133333333,-0.000656313253012,0.000180963855422,-0.00236963855422,-0.00238883534137,-0.00513224899598,0.00475618473896,-0.001012562249,0.000106787148594,6.26184738955e-05,-0.00130053815261,-0.00052118875502,-0.000270465863454,0.000106787148594,6.26184738955e-05,-0.00130053815261,-0.00052118875502,-0.000270465863454,0.000180963855422
3.2384,-0.00283837751004,-0.00162733333333,-0.000652313253012,0.000186963855422,-0.00240163855422,-0.00235283534137,-0.00516224899598,0.00479018473896,-0.001008562249,6.27871485944e-05,5.26184738955e-05,-0.00129253815261,-0.00052318875502,-0.000280465863454,6.27871485944e-05,5.26184738955e-05,-0.00129253815261,-0.00052318875502,-0.000280465863454,0.000186963855422
3.24,-0.00282637751004,-0.00161933333333,-0.000662313253012,0.000194963855422,-0.00238963855422,-0.00237683534137,-0.00517024899598,0.00488418473896,-0.001014562249,6.27871485944e-05,4.06184738955e-05,-0.00128853815261,-0.00052718875502,-0.000284465863454,6.27871485944e-05,4.06184738955e-05,-0.00128853815261,-0.00052718875502,-0.000284465863454,0.000194963855422
3.2416,-0.00281637751004,-0.00160333333333,-0.000662313253012,0.000192963855422,-0.00247363855422,-0.00244483534137,-0.00516624899598,0.00502418473896,-0.001010562249,6.47871485944e-05,2.66184738955e-05,-0.00127453815261,-0.00052318875502,-0.000284465863454,6.47871485944e-05,2.66184738955e-05,-0.00127453815261,-0.00052318875502,-0.000284465863454,0.000192963855422
3.2432,-0.00281837751004,-0.00161333333333,-0.000658313253012,0.000194963855422,-0.00258163855422,-0.00250483534137,-0.00517824899598,0.00503218473896,-0.001014562249,0.000102787148594,2.26184738955e-05,-0.00125253815261,-0.00050718875502,-0.000282465863454,0.000102787148594,2.26184738955e-05,-0.00125253815261,-0.00050718875502,-0.000282465863454,0.000194963855422
3.2448,-0.00282637751004,-0.00160933333333,-0.000656313253012,0.000194963855422,-0.00272563855422,-0.00249683534137,-0.00519424899598,0.00503618473896,-0.000996562248996,2.27871485944e-05,2.26184738955e-05,-0.00128053815261,-0.00049718875502,-0.000284465863454,2.27871485944e-05,2.26184738955e-05,-0.00128053815261,-0.00049718875502,-0.000284465863454,0.000194963855422
3.2464,-0.00283237751004,-0.00160533333333,-0.000642313253012,0.000194963855422,-0.00273763855422,-0.00246483534137,-0.00521824899598,0.00507018473896,-0.000990562248996,4.78714859438e-06,2.06184738955e-05,-0.00130053815261,-0.00051118875502,-0.000288465863454,4.78714859438e-06,2.06184738955e-05,-0.00130053815261,-0.00051118875502,-0.000288465863454,0.000194963855422
3.248,-0.00283437751004,-0.00160133333333,-0.000644313253012,0.000188963855422,-0.00283763855422,-0.00236483534137,-0.00522824899598,0.00507418473896,-0.000998562248996,-1.12128514056e-05,2.66184738955e-05,-0.00128853815261,-0.00052518875502,-0.000292465863454,-1.12128514056e-05,2.66184738955e-05,-0.00128853815261,-0.00052518875502,-0.000292465863454,0.000188963855422
3.2496,-0.00282837751004,-0.00158133333333,-0.000636313253012,0.000202963855422,-0.00287363855422,-0.00226883534137,-0.00523624899598,0.00508618473896,-0.001000562249,-5.32128514056e-05,3.26184738955e-05,-0.00128853815261,-0.00053318875502,-0.000308465863454,-5.32128514056e-05,3.26184738955e-05,-0.00128853815261,-0.00053318875502,-0.000308465863454,0.000202963855422
3.2512,-0.00283037751004,-0.00157533333333,-0.000642313253012,0.000196963855422,-0.00289763855422,-0.00201283534137,-0.00523824899598,0.00512618473896,-0.000992562248996,-8.72128514056e-05,2.06184738955e-05,-0.00127053815261,-0.00053118875502,-0.000326465863454,-8.72128514056e-05,2.06184738955e-05,-0.00127053815261,-0.00053118875502,-0.000326465863454,0.000196963855422
3.2528,-0.00282837751004,-0.00158133333333,-0.000616313253012,0.000204963855422,-0.00291763855422,-0.00186083534137,-0.00527424899598,0.00509018473896,-0.001002562249,-7.12128514056e-05,2.06184738955e-05,-0.00126653815261,-0.00053118875502,-0.000340465863454,-7.12128514056e-05,2.06184738955e-05,-0.00126653815261,-0.00053118875502,-0.000340465863454,0.000204963855422
3.2544,-0.00281437751004,-0.00158533333333,-0.000602313253012,0.000212963855422,-0.00286163855422,-0.00179683534137,-0.00528624899598,0.00505618473896,-0.001010562249,-6.12128514056e-05,2.46184738955e-05,-0.00127453815261,-0.00053118875502,-0.000338465863454,-6.12128514056e-05,2.46184738955e-05,-0.00127453815261,-0.00053118875502,-0.000338465863454,0.000212963855422
3.256,-0.00281237751004,-0.00158933333333,-0.000612313253012,0.000226963855422,-0.00280163855422,-0.00170083534137,-0.00528824899598,0.00502818473896,-0.001008562249,-7.32128514056e-05,2.86184738955e-05,-0.00129453815261,-0.00051918875502,-0.000342465863454,-7.32128514056e-05,2.86184738955e-05,-0.00129453815261,-0.00051918875502,-0.000342465863454,0.000226963855422
3.2576,-0.00282637751004,-0.00158533333333,-0.000592313253012,0.000214963855422,-0.00271763855422,-0.00177283534137,-0.00529424899598,0.00498018473896,-0.001002562249,-7.52128514056e-05,2.86184738955e-05,-0.00131053815261,-0.00052118875502,-0.000338465863454,-7.52128514056e-05,2.86184738955e-05,-0.00131053815261,-0.00052118875502,-0.000338465863454,0.000214963855422
3.2592,-0.00284037751004,-0.00156933333333,-0.000586313253012,0.000220963855422,-0.00270163855422,-0.00159683534137,-0.00530824899598,0.00491018473896,-0.001012562249,-7.72128514056e-05,2.66184738955e-05,-0.00131053815261,-0.00051318875502,-0.000340465863454,-7.72128514056e-05,2.66184738955e-05,-0.00131053815261,-0.00051318875502,-0.000340465863454,0.000220963855422
3.2608,-0.00284037751004,-0.00158133333333,-0.000588313253012,0.000242963855422,-0.00272563855422,-0.00153283534137,-0.00531624899598,0.00491618473896,-0.001016562249,-7.52128514056e-05,2.46184738955e-05,-0.00130853815261,-0.00052318875502,-0.000338465863454,-7.52128514056e-05,2.46184738955e-05,-0.00130853815261,-0.00052318875502,-0.000338465863454,0.000242963855422
3.2624,-0.00283237751004,-0.00157733333333,-0.000598313253012,0.000250963855422,-0.00277363855422,-0.00161283534137,-0.00533024899598,0.00493618473896,-0.001016562249,-9.32128514056e-05,2.66184738955e-05,-0.00129053815261,-0.00050518875502,-0.000330465863454,-9.32128514056e-05,2.66184738955e-05,-0.00129053815261,-0.00050518875502,-0.000330465863454,0.000250963855422
3.264,-0.00283037751004,-0.00157533333333,-0.000588313253012,0.000254963855422,-0.00276563855422,-0.00163283534137,-0.00536024899598,0.00495618473896,-0.001002562249,-0.000137212851406,3.66184738955e-05,-0.00129053815261,-0.00051318875502,-0.000322465863454,-0.000137212851406,3.66184738955e-05,-0.00129053815261,-0.00051318875502,-0.000322465863454,0.000254963855422
3.2656,-0.00283637751004,-0.00156933333333,-0.000598313253012,0.000250963855422,-0.00262563855422,-0.00154883534137,-0.00538024899598,0.00498618473896,-0.001000562249,-0.000159212851406,4.66184738955e-05,-0.00127853815261,-0.00051318875502,-0.000318465863454,-0.000159212851406,4.66184738955e-05,-0.00127853815261,-0.00051318875502,-0.000318465863454,0.000250963855422
3.2672,-0.00283437751004,-0.00155333333333,-0.000586313253012,0.000258963855422,-0.00254163855422,-0.00141283534137,-0.00540224899598,0.00495818473896,-0.001008562249,-0.000171212851406,5.86184738955e-05,-0.00127853815261,-0.00052118875502,-0.000326465863454,-0.000171212851406,5.86184738955e-05,-0.00127853815261,-0.00052118875502,-0.000326465863454,0.000258963855422
3.2688,-0.00283037751004,-0.00154733333333,-0.000578313253012,0.000272963855422,-0.00249763855422,-0.00139283534137,-0.00542424899598,0.00489618473896,-0.001012562249,-0.000193212851406,6.46184738955e-05,-0.00128253815261,-0.00050318875502,-0.000334465863454,-0.000193212851406,6.46184738955e-05,-0.00128253815261,-0.00050318875502,-0.000334465863454,0.000272963855422
3.2704,-0.00282437751004,-0.00153933333333,-0.000582313253012,0.000274963855422,-0.00250563855422,-0.00139283534137,-0.00544424899598,0.00488818473896,-0.001016562249,-0.000229212851406,6.66184738955e-05,-0.00130653815261,-0.00048918875502,-0.000342465863454,-0.000229212851406,6.66184738955e-05,-0.00130653815261,-0.00048918875502,-0.000342465863454,0.000274963855422
3.272,-0.00282237751004,-0.00153333333333,-0.000580313253012,0.000274963855422,-0.00258163855422,-0.00133283534137,-0.00547024899598,0.00483018473896,-0.001012562249,-0.000263212851406,7.26184738955e-05,-0.00131053815261,-0.00048518875502,-0.000350465863454,-0.000263212851406,7.26184738955e-05,-0.00131053815261,-0.00048518875502,-0.000350465863454,0.000274963855422
3.2736,-0.00281637751004,-0.00153133333333,-0.000578313253012,0.000270963855422,-0.00262163855422,-0.00134483534137,-0.00550224899598,0.00481218473896,-0.001008562249,-0.000265212851406,6.66184738955e-05,-0.00132053815261,-0.00047918875502,-0.000344465863454,-0.000265212851406,6.66184738955e-05,-0.00132053815261,-0.00047918875502,-0.000344465863454,0.000270963855422
3.2752,-0.00280237751004,-0.00154733333333,-0.000576313253012,0.000284963855422,-0.00268163855422,-0.00135683534137,-0.00553024899598,0.00487018473896,-0.001008562249,-0.000293212851406,5.66184738955e-05,-0.00129453815261,-0.00047718875502,-0.000344465863454,-0.000293212851406,5.66184738955e-05,-0.00129453815261,-0.00047718875502,-0.000344465863454,0.000284963855422
3.2768,-0.00278837751004,-0.00154133333333,-0.000566313253012,0.000304963855422,-0.00268563855422,-0.00139683534137,-0.00553624899598,0.00500418473896,-0.000992562248996,-0.000281212851406,5.86184738955e-05,-0.00128253815261,-0.00047718875502,-0.000342465863454,-0.000281212851406,5.86184738955e-05,-0.00128253815261,-0.00047718875502,-0.000342465863454,0.000304963855422
3.2784,-0.00278437751004,-0.00154333333333,-0.000554313253012,0.000310963855422,-0.00268963855422,-0.00130483534137,-0.00554824899598,0.00506018473896,-0.001000562249,-0.000421212851406,6.46184738955e-05,-0.00126853815261,-0.00047718875502,-0.000352465863454,-0.000421212851406,6.46184738955e-05,-0.00126853815261,-0.00047718875502,-0.000352465863454,0.000310963855422
3.28,-0.00277237751004,-0.00155533333333,-0.000554313253012,0.000324963855422,-0.00270963855422,-0.00122083534137,-0.00556224899598,0.00513818473896,-0.000994562248996,-0.000551212851406,6.86184738955e-05,-0.00124853815261,-0.00047718875502,-0.000356465863454,-0.000551212851406,6.86184738955e-05,-0.00124853815261,-0.00047718875502,-0.000356465863454,0.000324963855422
3.2816,-0.00277637751004,-0.00155733333333,-0.000554313253012,0.000334963855422,-0.00266563855422,-0.00131683534137,-0.00558824899598,0.00522818473896,-0.000978562248996,-0.000711212851406,7.06184738955e-05,-0.00124653815261,-0.00047918875502,-0.000354465863454,-0.000711212851406,7.06184738955e-05,-0.00124653815261,-0.00047918875502,-0.000354465863454,0.000334963855422
3.2832,-0.00277837751004,-0.00154333333333,-0.000564313253012,0.000330963855422,-0.00262563855422,-0.00128483534137,-0.00561824899598,0.00525418473896,-0.000960562248996,-0.000857212851406,7.26184738955e-05,-0.00123053815261,-0.00048518875502,-0.000344465863454,-0.000857212851406,7.26184738955e-05,-0.00123053815261,-0.00048518875502,-0.000344465863454,0.000330963855422
